id1,affil1,affil_tokens_labeled,affil_tokens,total_entities
1853,"Laboratory for Foundations of Computer Science, School of Informatics, University of Edinburgh, UK",Laboratory for Foundations of Computer Science<ORG>; School of Informatics<ORG>; University of Edinburgh<ORG>; UK<LOC>,Laboratory for Foundations of Computer Science; School of Informatics; University of Edinburgh; UK,4
1350,"Laboratory for Foundations of Computer Science, University of Edinburgh, Edinburgh, UK",Laboratory for Foundations of Computer Science<ORG>; University of Edinburgh<ORG>; Edinburgh<LOC>; UK<LOC>,Laboratory for Foundations of Computer Science; University of Edinburgh; Edinburgh; UK,4
9414,"Lamsade, University of Paris-Dauphine, Paris, France",University of Paris-Dauphine<ORG>; Paris<LOC>; France<LOC>,University of Paris-Dauphine; Paris; France,3
2123,"Large Scale Distributed Information Systems (LSDIS) Lab, Computer Science Department, University of Georgia, Athens, GA",Large Scale Distributed Information Systems<MISC>; LSDIS<ORG>; Computer Science Department<ORG>; University of Georgia<ORG>; Athens<LOC>; GA<ORG>,Large Scale Distributed Information Systems; LSDIS; Computer Science Department; University of Georgia; Athens; GA,6
7877,"Large Scale Distributed Information Systems Lab, Computer Science Department, University of Georgia, Athens, GA 30602-7404, USA; e-mail: amit@cs.uga.edu",Large Scale Distributed Information Systems Lab<MISC>; Computer Science Department<ORG>; University of Georgia<ORG>; Athens<LOC>; GA 30602-7404<MISC>; USA<LOC>,Large Scale Distributed Information Systems Lab; Computer Science Department; University of Georgia; Athens; GA 30602-7404; USA,6
1707,"Lawrence Berkeley National Laboratory, Berkeley, CA",Lawrence Berkeley<PER>; Berkeley<ORG>; CA<LOC>,Lawrence Berkeley; Berkeley; CA,3
3614,"Lawrence Berkeley National Laboratory, Berkeley, CA, USA",Lawrence Berkeley<PER>; Berkeley<ORG>; CA<LOC>; USA<LOC>,Lawrence Berkeley; Berkeley; CA; USA,4
8550,"Lehrstuhl für Informationssysteme, Universität des Saarlandes, Saarbrücken, Germany",Informationssysteme<ORG>; Universität des Saarlandes<ORG>; Saarbrücken<LOC>; Germany<LOC>,Informationssysteme; Universität des Saarlandes; Saarbrücken; Germany,4
7940,"Lehrstuhl für Praktische Informatik III, Universität Mannheim, 68131, Mannheim, Germany",Universität Mannheim<ORG>; Mannheim<LOC>; Germany<LOC>,Universität Mannheim; Mannheim; Germany,3
5242,"Leibniz University Hanover, Hanover, Germany",Leibniz University Hanover<ORG>; Hanover<ORG>; Germany<LOC>,Leibniz University Hanover; Hanover; Germany,3
8341,"LG Datenbanksysteme für neue Anwendungen, FernUniversität Hagen, Germany",LG Datenbanksysteme<MISC>; FernUniversität Hagen<ORG>; Germany<LOC>,LG Datenbanksysteme; FernUniversität Hagen; Germany,3
823,"LG Electronics, Inc., Gangnam-gu, Seoul, Korea",LG Electronics<ORG>; Gangnam-gu<LOC>; Seoul<LOC>; Korea<LOC>,LG Electronics; Gangnam-gu; Seoul; Korea,4
8142,"LIMOS, Université Blaise Pascal, France",LIMOS<ORG>; Université Blaise Pascal<ORG>; France<LOC>,LIMOS; Université Blaise Pascal; France,3
6352,"Lincoln Labs, Massachusetts Institute of Technology, Cambridge , MA, USA",Lincoln Labs<PER>; Massachusetts Institute of Technology<ORG>; Cambridge<LOC>; MA<LOC>; USA<LOC>,Lincoln Labs; Massachusetts Institute of Technology; Cambridge; MA; USA,5
7041,lndian Institute of Science,Institute of Science<ORG>,Institute of Science,1
2852,LORIA-INRIA,LORIA-INRIA<ORG>,LORIA-INRIA,1
2221,"LRI - Univ. Paris-Sud, France",LRI - Univ<LOC>; Paris-Sud<LOC>; France<LOC>,LRI - Univ; Paris-Sud; France,3
580,"LRI, Université Paris-Sud, Orsay, France",LRI<MISC>; Université Paris-Sud<ORG>; Orsay<LOC>; France<LOC>,LRI; Université Paris-Sud; Orsay; France,4
6475,"Lucent Bell Labs, 600 Mountain Avenue, Murray Hill, NJ, Computer Science and Engg., Tndian Institiue of Technology, Mumbai 400076,INDIA",Bell Labs<ORG>; Mountain Avenue<LOC>; Murray Hill<LOC>; NJ<ORG>; Computer Science and Engg<ORG>; Tndian Institiue of Technology<MISC>; Mumbai<LOC>,Bell Labs; Mountain Avenue; Murray Hill; NJ; Computer Science and Engg; Tndian Institiue of Technology; Mumbai,7
1304,"Lucent Bell Labs, Murray Hill, NJ",Bell Labs<ORG>; Murray Hill<PER>; NJ<MISC>,Bell Labs; Murray Hill; NJ,3
983,"Lucent Technologies - Bell Laboratories, Murray Hill, NJ",Technologies - Bell Laboratories<ORG>; Murray Hill<PER>; NJ<MISC>,Technologies - Bell Laboratories; Murray Hill; NJ,3
4397,Lucent Technologies-Bell Laboratories,Technologies-Bell Laboratories<ORG>,Technologies-Bell Laboratories,1
1020,"Lucent Technologies, Bell Laboratories",Lucent Technologies<ORG>; Bell Laboratories<ORG>,Lucent Technologies; Bell Laboratories,2
6783,"Lucent Technologies, Bell Laboratories, Murray Hill, NJ",Lucent Technologies<ORG>; Bell Laboratories<ORG>; Murray Hill<PER>; NJ<MISC>,Lucent Technologies; Bell Laboratories; Murray Hill; NJ,4
7392,"Lucent Technologies, Bell Labs",Lucent Technologies<ORG>; Bell Labs<ORG>,Lucent Technologies; Bell Labs,2
6784,"Lucent Technologies, Murray Hill, NJ",Lucent Technologies<ORG>; Murray Hill<PER>; NJ<MISC>,Lucent Technologies; Murray Hill; NJ,3
5002,"Ludwig-Maximilians-University, Munich, Germany",Ludwig-Maximilians-University<PER>; Munich<LOC>; Germany<LOC>,Ludwig-Maximilians-University; Munich; Germany,3
1402,M.I.T,M.I.T<ORG>,M.I.T,1
1013,M.I.T.,M.I.T.<LOC>,M.I.T.,1
8768,"Management Information Systems Department, Haifa University, Haifa, Israel",Information Systems Department<ORG>; Haifa University<ORG>; Haifa<LOC>; Israel<LOC>,Information Systems Department; Haifa University; Haifa; Israel,4
1428,Martin-Luther-University of Halle,Martin-Luther-University of Halle<PER>,Martin-Luther-University of Halle,1
2295,Massachusetts Institute of Technology,Massachusetts Institute of Technology<ORG>,Massachusetts Institute of Technology,1
8195,"Massachusetts Institute of Technology, Cambridge, MA",Massachusetts Institute of Technology<ORG>; Cambridge<LOC>; MA<LOC>,Massachusetts Institute of Technology; Cambridge; MA,3
5807,"Massachusetts Institute of Technology, Cambridge, MA, USA",Massachusetts Institute of Technology<ORG>; Cambridge<LOC>; MA<LOC>; USA<LOC>,Massachusetts Institute of Technology; Cambridge; MA; USA,4
6140,"Massachusetts Institute of Technology, Canbridge, MA, USA",Massachusetts Institute of Technology<ORG>; Canbridge<LOC>; MA<LOC>; USA<LOC>,Massachusetts Institute of Technology; Canbridge; MA; USA,4
869,"Mathematics & Computing Technology, Boeing Phantom Works, Seattle, Washington",Mathematics & Computing Technology<ORG>; Boeing Phantom Works<MISC>; Seattle<LOC>; Washington<LOC>,Mathematics & Computing Technology; Boeing Phantom Works; Seattle; Washington,4
7784,"Mathematics and Computing Technology, Phantom Works, The Boeing Company, Bellevue, Washington, USA; E-mail: changzhou.wang@boeing.com",Mathematics and Computing Technology<MISC>; Phantom Works<MISC>; The Boeing Company<ORG>; Bellevue<LOC>; Washington<LOC>; USA<LOC>; E-mail<LOC>; changzhou.wang@boeing.com<LOC>,Mathematics and Computing Technology; Phantom Works; The Boeing Company; Bellevue; Washington; USA; E-mail; changzhou.wang@boeing.com,8
8417,"Max Planck Institut fur Informatik, Saarbrücken, Germany",Max Planck Institut<PER>; Saarbrücken<LOC>; Germany<LOC>,Max Planck Institut; Saarbrücken; Germany,3
3160,"Max Planck Institute for Informatics Campus, Saarbrücken, Germany",Max Planck Institute<PER>; Saarbrücken<LOC>; Germany<LOC>,Max Planck Institute; Saarbrücken; Germany,3
771,"Max Planck Institute for Informatics, Saarbrücken, Germany",Max Planck Institute for Informatics<PER>; Saarbrücken<LOC>; Germany<LOC>,Max Planck Institute for Informatics; Saarbrücken; Germany,3
4749,"Max Planck Institute, Saarbruecken, Germany",Max Planck Institute<PER>; Saarbruecken<LOC>; Germany<LOC>,Max Planck Institute; Saarbruecken; Germany,3
621,"Max-Planck Institute for Computer Science, Saarbrücken, Germany",Max-Planck Institute<PER>; Saarbrücken<LOC>; Germany<LOC>,Max-Planck Institute; Saarbrücken; Germany,3
2116,"Max-Planck Institute for Computer Science, Saarbruecken, Germany",Max-Planck Institute<PER>; Saarbruecken<ORG>; Germany<LOC>,Max-Planck Institute; Saarbruecken; Germany,3
192,"Max-Planck Institute for Informatics, Saarbrücken, Germany",Max-Planck Institute for Informatics<PER>; Saarbrücken<LOC>; Germany<LOC>,Max-Planck Institute for Informatics; Saarbrücken; Germany,3
189,"Max-Planck Institute for Informatics, Saarbruecken, Germany",Max-Planck Institute for Informatics<PER>; Saarbruecken<LOC>; Germany<LOC>,Max-Planck Institute for Informatics; Saarbruecken; Germany,3
1879,"Max-Planck Institute of Computer Science, Saarbruecken, Germany",Max-Planck Institute of Computer Science<PER>; Saarbruecken<ORG>; Germany<LOC>,Max-Planck Institute of Computer Science; Saarbruecken; Germany,3
5518,"Max-Planck-Institut fü Informatik, Saarbrücken, Germany",Max-Planck-Institut<PER>; Saarbrücken<LOC>; Germany<LOC>,Max-Planck-Institut; Saarbrücken; Germany,3
146,"Max-Planck-Institut für Informatik, Germany",Max-Planck-Institut<PER>; Germany<LOC>,Max-Planck-Institut; Germany,2
401,"Max-Planck-Institut für Informatik, Saarbrücken, Germany",Max-Planck-Institut<PER>; Saarbrücken<LOC>; Germany<LOC>,Max-Planck-Institut; Saarbrücken; Germany,3
4484,McGill Univ. Montreal,McGill Univ<PER>; Montreal<LOC>,McGill Univ; Montreal,2
9286,"McGill University, Canada",McGill University<ORG>; Canada<LOC>,McGill University; Canada,2
7909,"McGill University, Montreal, Quebec, Canada",McGill University<ORG>; Montreal<LOC>; Quebec<LOC>; Canada<LOC>,McGill University; Montreal; Quebec; Canada,4
8310,"Michigan State University, East Lansing, MI",Michigan State University<ORG>; East Lansing<LOC>; MI<LOC>,Michigan State University; East Lansing; MI,3
2839,Micorsoft Research,Micorsoft Research<ORG>,Micorsoft Research,1
8240,"Microarchitecture Research Lab, Intel Corp., USA",Microarchitecture Research Lab<ORG>; Intel Corp<ORG>; USA<LOC>,Microarchitecture Research Lab; Intel Corp; USA,3
128,Microsoft,Microsoft<ORG>,Microsoft,1
9677,Microsoft Audience Intelligence,Microsoft Audience Intelligence<MISC>,Microsoft Audience Intelligence,1
9465,"Microsoft Corp, Redmond, USA",Microsoft Corp<MISC>; Redmond<LOC>; USA<LOC>,Microsoft Corp; Redmond; USA,3
868,Microsoft Corp.,Microsoft Corp<MISC>,Microsoft Corp,1
335,"Microsoft Corp., One Microsoft Way, Redmond, WA",Microsoft Corp<MISC>; One Microsoft Way<MISC>; Redmond<ORG>; WA<LOC>,Microsoft Corp; One Microsoft Way; Redmond; WA,4
171,"Microsoft Corp., Redmond, WA",Microsoft Corp<MISC>; Redmond<LOC>; WA<LOC>,Microsoft Corp; Redmond; WA,3
5900,"Microsoft Corp., Redmond, WA, USA",Microsoft Corp<MISC>; Redmond<LOC>; WA<LOC>; USA<LOC>,Microsoft Corp; Redmond; WA; USA,4
2549,Microsoft Corporation,Microsoft Corporation<ORG>,Microsoft Corporation,1
1977,"Microsoft Corporation, One Microsoft Way, Redmond, WA",Microsoft Corporation<ORG>; One Microsoft Way<MISC>; Redmond<ORG>; WA<LOC>,Microsoft Corporation; One Microsoft Way; Redmond; WA,4
7751,"Microsoft Corporation, One Microsoft Way, Redmond, WA 98052-6399, USA; E-mail: {philbe,shankarp,dshutt}@microsoft.com",Microsoft Corporation<ORG>; One Microsoft Way<MISC>; Redmond<ORG>; WA 98052-6399<LOC>; USA<LOC>; E-mail<MISC>,Microsoft Corporation; One Microsoft Way; Redmond; WA 98052-6399; USA; E-mail,6
352,"Microsoft Corporation, One Microsoft Way, Redmond, Washington",Microsoft Corporation<ORG>; One Microsoft Way<MISC>; Redmond<LOC>; Washington<LOC>,Microsoft Corporation; One Microsoft Way; Redmond; Washington,4
1222,"Microsoft Corporation, Redmond",Microsoft Corporation<ORG>; Redmond<ORG>,Microsoft Corporation; Redmond,2
6093,"Microsoft Corporation, Redmond, USA",Microsoft Corporation<ORG>; Redmond<ORG>; USA<LOC>,Microsoft Corporation; Redmond; USA,3
1599,"Microsoft Corporation, Redmond, WA",Microsoft Corporation<ORG>; Redmond<ORG>; WA<LOC>,Microsoft Corporation; Redmond; WA,3
5843,"Microsoft Corporation, Redmond, WA, USA",Microsoft Corporation<ORG>; Redmond<ORG>; WA<LOC>; USA<LOC>,Microsoft Corporation; Redmond; WA; USA,4
8162,"Microsoft Corporation, USA",Microsoft Corporation<ORG>; USA<LOC>,Microsoft Corporation; USA,2
11,Microsoft Research,Microsoft Research<MISC>,Microsoft Research,1
2283,Microsoft Research Asia,Microsoft Research Asia<MISC>,Microsoft Research Asia,1
5173,"Microsoft Research Asia, Beijing, China",Microsoft Research Asia<MISC>; Beijing<LOC>; China<LOC>,Microsoft Research Asia; Beijing; China,3
5938,"Microsoft Research India, Bangalore, India",Microsoft Research India<MISC>; Bangalore<LOC>; India<LOC>,Microsoft Research India; Bangalore; India,3
9210,"Microsoft Research One Microsoft Way Red mond, WA",Microsoft Research One Microsoft Way Red<MISC>; WA<LOC>,Microsoft Research One Microsoft Way Red; WA,2
9211,"Microsoft Research One Microsoft Way Redmond, WA",Microsoft Research One Microsoft Way Redmond<MISC>; WA<LOC>,Microsoft Research One Microsoft Way Redmond; WA,2
9138,"Microsoft Research Redmond, WA",Microsoft Research Redmond<ORG>; WA<ORG>,Microsoft Research Redmond; WA,2
9055,"Microsoft Research Silicon Valley, Mountain View, CA",Microsoft Research Silicon Valley<MISC>; Mountain View<LOC>; CA<LOC>,Microsoft Research Silicon Valley; Mountain View; CA,3
6551,"Microsoft Research, 301 Howard St., Suite 830, San Francisco, CA",Microsoft Research<MISC>; Howard St.<PER>; Suite 830<MISC>; San Francisco<LOC>; CA<LOC>,Microsoft Research; Howard St.; Suite 830; San Francisco; CA,5
8652,"Microsoft Research, Cambridge, UK CB3 0FB",Microsoft Research<ORG>; Cambridge<ORG>; UK CB3 0FB<MISC>,Microsoft Research; Cambridge; UK CB3 0FB,3
714,"Microsoft Research, Cambridge, United Kingdom",Microsoft Research<ORG>; Cambridge<LOC>; United Kingdom<LOC>,Microsoft Research; Cambridge; United Kingdom,3
8289,"Microsoft Research, Mountain View, CA",Microsoft Research<MISC>; Mountain View<ORG>; CA<LOC>,Microsoft Research; Mountain View; CA,3
6048,"Microsoft Research, Mountain View, CA, USA",Microsoft Research<MISC>; Mountain View<ORG>; CA<LOC>; USA<LOC>,Microsoft Research; Mountain View; CA; USA,4
6443,"Microsoft Research, Mountain View, USA",Microsoft Research<MISC>; Mountain View<ORG>; USA<LOC>,Microsoft Research; Mountain View; USA,3
767,"Microsoft Research, One Microsoft Way, Redmond, WA",Microsoft Research<MISC>; One Microsoft Way<MISC>; Redmond<ORG>; WA<LOC>,Microsoft Research; One Microsoft Way; Redmond; WA,4
8021,"Microsoft Research, One Microsoft Way, WA 98052, Redmond, USA",Microsoft Research<MISC>; One Microsoft Way<MISC>; WA 98052<MISC>; Redmond<LOC>; USA<LOC>,Microsoft Research; One Microsoft Way; WA 98052; Redmond; USA,5
6481,"Microsoft Research, One MicrosoftWay, Redmond, WA",Microsoft Research<MISC>; One MicrosoftWay<MISC>; Redmond<ORG>; WA<LOC>,Microsoft Research; One MicrosoftWay; Redmond; WA,4
1507,"Microsoft Research, Redmond",Microsoft Research<MISC>; Redmond<ORG>,Microsoft Research; Redmond,2
8843,"Microsoft Research, Redmond WA, USA",Microsoft Research<MISC>; Redmond WA<ORG>; USA<LOC>,Microsoft Research; Redmond WA; USA,3
6042,"Microsoft Research, Redmond, USA",Microsoft Research<MISC>; Redmond<ORG>; USA<LOC>,Microsoft Research; Redmond; USA,3
1255,"Microsoft Research, Redmond, WA",Microsoft Research<MISC>; Redmond<ORG>; WA<LOC>,Microsoft Research; Redmond; WA,3
7876,"Microsoft Research, Redmond, WA 98052-6399, USA; (e-mail: philbe@microsoft.com)",Microsoft Research<MISC>; Redmond<ORG>; WA 98052-6399<LOC>; USA<LOC>,Microsoft Research; Redmond; WA 98052-6399; USA,4
3428,"Microsoft Research, Redmond, WA, USA",Microsoft Research<MISC>; Redmond<ORG>; WA<LOC>; USA<LOC>,Microsoft Research; Redmond; WA; USA,4
8031,"Microsoft Research, Redmond, Washington, WA",Microsoft Research<MISC>; Redmond<LOC>; Washington<LOC>; WA<LOC>,Microsoft Research; Redmond; Washington; WA,4
6593,"Microsoft Research, San Francisco, CA",Microsoft Research<MISC>; San Francisco<LOC>; CA<LOC>,Microsoft Research; San Francisco; CA,3
8429,"Microsoft Research, USA",Microsoft Research<MISC>; USA<LOC>,Microsoft Research; USA,2
5107,"Microsoft Search Labs, Mountain View, CA",Microsoft Search Labs<MISC>; Mountain View<PER>; CA<LOC>,Microsoft Search Labs; Mountain View; CA,3
4863,"Microsoft Search Labs, Mountain View, California",Microsoft Search Labs<MISC>; Mountain View<LOC>; California<LOC>,Microsoft Search Labs; Mountain View; California,3
9433,"Microsoft Search Labs, Mountain View, USA 94043",Microsoft Search Labs<MISC>; Mountain View<PER>; USA<LOC>,Microsoft Search Labs; Mountain View; USA,3
9659,Microsoft SQL Server,Microsoft SQL Server<MISC>,Microsoft SQL Server,1
2765,"Microsoft SQL Server, One Microsoft Way, Redmond, WA",Microsoft SQL Server<MISC>; One Microsoft Way<MISC>; Redmond<ORG>; WA<LOC>,Microsoft SQL Server; One Microsoft Way; Redmond; WA,4
